permitnum,description,issuedate,applieddate,statuscurrent,jurisdiction,statuscurrentmapped,statusdate,totalsqft,projectcost,contractorcompanyname,contractortrade,contractorzip,ownerzip,projectcost_6_2026,originalcity_validated,originalzip_validated
19-01091582,SOLAR PANELS ON RESIDENTIAL ROOF,2020-01-23,2019-08-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-07-03,662,19989,SOUTHERN EXPOSURE BUILDERS INC,GENERAL CONTRACTOR,29492,27519,26018.94,Cary,27519
19-01100570,SOLAR PANELS ON RESIDENTIAL ROOF,2020-02-07,2019-08-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-05-08,297,10618,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84003,27539,13821.06,Apex,27539
19-01111590,SOLAR PANELS ON RESIDENTIAL ROOF,,2019-09-03,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2022-04-01,554,17577,SOUTHERN EXPOSURE BUILDERS INC,GENERAL CONTRACTOR,29492,27519,22861.42,Cary,27519
19-01120818,SOLAR PANELS ON RESIDENTIAL ROOF,2019-09-30,2019-09-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-11-19,634,27000,EMERALD ENERGY LLC,GENERAL CONTRACTOR,27624,27519,35117.38,Cary,27519
19-01131573,SOLAR PANELS ON RESIDENTIAL ROOF,2020-01-28,2019-09-10,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2020-01-30,232,12771,SOUTHERN EXPOSURE BUILDERS INC,GENERAL CONTRACTOR,29492,27519,16610.52,Cary,27519
19-01140471,SOLAR PANELS ON RESIDENTIAL ROOF,2019-10-22,2019-09-13,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-11-08,373,21000,8M SOLAR,GENERAL CONTRACTOR,27511,27519,27313.52,Cary,27519
19-01151459,SOLAR PANELS,2019-10-11,2019-09-16,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-11-07,0,13000,RISE RENEWABLES,UNLICENSED CONTRACTOR,27613,27519,16908.37,Cary,27519
19-01160468,SOLAR PV SYSTEM,2019-10-22,2019-09-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-17,350,15996,8M SOLAR,GENERAL CONTRACTOR,27587,27519,20805.1,Cary,27519
19-01170484,SOLAR PV SYSTEM,2019-10-08,2019-09-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-11-01,0,14756,8M SOLAR,GENERAL CONTRACTOR,27511,28226,19192.3,Cary,27513
19-01181006,SOLAR PV SYSTEM,2019-10-17,2019-09-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-10-30,0,18000,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,23411.59,Cary,27519
19-01191379,SOLAR PANELS,,2019-09-23,EXPIRED APPLICATION (XA),TC,Permit Cancelled,2023-07-12,700,30000,OWNER (GENERAL),GENERAL CONTRACTOR,27519,27607,39019.31,Cary,27513
19-01201619,SOLAR PV SYSTEM,2019-12-11,2019-09-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-27,393,9000,"SUN DOLLAR ENERGY, LLC",GENERAL CONTRACTOR,27616,27519,11705.79,Cary,27519
19-01211592,SOLAR PANELS,2020-02-21,2019-09-25,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-05-11,0,10206,SOUTHERN EXPOSURE BUILDERS INC,GENERAL CONTRACTOR,29492,27519,13274.37,Cary,27519
19-01221465,SOLAR PANELS,2019-11-08,2019-09-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-19,0,21000,SIGORA SOLAR LLC,GENERAL CONTRACTOR,22903,27560,27313.52,Morrisville,27560
19-01231007,SOLAR PANELS & RELOCATE VENT FLUE PIPES,2019-10-17,2019-09-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-02-06,0,29277,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,38078.95,Cary,27519
19-01240961,SOLAR PV SYSTEM,2019-10-17,2019-10-01,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-11-14,508,22838,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27539,29636.35,Apex,27539
19-01251917,SOLAR PANELS,2019-10-11,2019-10-01,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-10-25,420,22766,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27519,29542.92,Cary,27519
19-01261384,SOLAR PANELS ON WORKSHOP ROOF,2019-10-18,2019-10-02,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-30,1000,15000,OWNER (GENERAL),GENERAL CONTRACTOR,27519,27511,19465.16,Cary,27511
19-01271901,SOLAR PANELS,,2019-10-02,EXPIRED PERMIT (XP),TC,Permit Cancelled,2025-01-14,540,26453,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27519,34327.45,Cary,27519
19-01280474,SOLAR PANELS,2019-10-22,2019-10-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-11-21,0,25110,8M SOLAR,GENERAL CONTRACTOR,27511,27519,32584.67,Cary,27519
19-01290480,SOLAR PANELS,2019-10-31,2019-10-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-11-21,0,24769,8M SOLAR,GENERAL CONTRACTOR,27511,27518,32142.16,Cary,27519
19-01300688,SOLAR PANELS,2019-11-12,2019-10-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-11-21,0,27058,CAPE FEAR SOLAR SYSTEMS,GENERAL CONTRACTOR,28401,27519,35112.55,Cary,27519
19-01310987,SOLAR PANELS,2019-10-17,2019-10-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-11-07,0,22641,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,29380.71,Cary,27519
19-01321414,SOLAR PANELS,,2019-10-08,EXPIRED APPLICATION (XA),TC,Permit Cancelled,2023-02-17,0,17490,"POWER HOME SOLAR, LLC",GENERAL CONTRACTOR,28115,27519,22696.37,Cary,27519
19-01331625,SOLAR PANELS,2019-10-25,2019-10-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-11-08,446,9000,"SUN DOLLAR ENERGY, LLC",GENERAL CONTRACTOR,27616,27607,11679.09,Cary,27513
19-01341634,SOLAR PANELS,2020-07-24,2019-10-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-09-03,412,8000,"SUN DOLLAR ENERGY, LLC",GENERAL CONTRACTOR,27616,27519,10381.42,Cary,27519
19-01351570,SOLAR PV SYSTEM,2020-01-31,2019-10-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-02-27,0,19416,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27519,25195.7,Cary,27519
19-01360469,SOLAR PANELS,2019-12-05,2019-10-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-30,638,24552,8M SOLAR,GENERAL CONTRACTOR,27511,27519,31860.57,Cary,27519
19-01370477,SOLAR PANELS,2019-11-12,2019-10-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-11-27,638,24552,8M SOLAR,GENERAL CONTRACTOR,27587,27519,31860.57,Cary,27519
19-01380667,SOLAR PANELS,2020-01-17,2019-10-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-23,175,8425,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,10932.93,Cary,27519
19-01391518,SOLAR PANELS,2020-01-21,2019-10-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-02-06,377,30748,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27519,39900.97,Cary,27519
19-01401910,SOLAR PANELS,2019-11-05,2019-10-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-11-14,310,42468,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27519,55109.75,Cary,27519
19-01410475,SOLAR PANELS,2019-11-12,2019-10-18,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-03,514,19778,8M SOLAR,GENERAL CONTRACTOR,27511,27519,25665.46,Cary,27519
19-01420486,SOLAR PANELS,2019-11-12,2019-10-18,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-03,497,0,8M SOLAR,GENERAL CONTRACTOR,27511,27519,0.0,Cary,27519
19-01431607,SOLAR PANELS,,2019-10-18,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2021-02-23,608,18360,SOUTHERN EXPOSURE BUILDERS INC,GENERAL CONTRACTOR,29492,27606,23825.35,Raleigh,27606
19-01440166,SOLAR PANELS,2019-11-19,2019-10-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-19,638,33052,8M SOLAR,GENERAL CONTRACTOR,27511,27607,42890.82,Cary,27513
19-01450472,SOLAR PANELS,2019-11-12,2019-10-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-19,464,26244,8M SOLAR,GENERAL CONTRACTOR,27511,27518,34056.24,Cary,27518
19-01460473,SOLAR PV SYSTEM,2019-12-06,2019-10-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-12,638,24552,8M SOLAR,GENERAL CONTRACTOR,27511,27519,31860.57,Cary,27519
19-01470481,SOLAR PANELS,2019-11-12,2019-10-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-03,692,27807,8M SOLAR,GENERAL CONTRACTOR,27511,27511,36084.51,Cary,27511
19-01481583,SOLAR PANELS,2020-06-02,2019-10-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-11-09,429,13608,SOUTHERN EXPOSURE BUILDERS INC,GENERAL CONTRACTOR,29492,27560,17658.79,Morrisville,27560
19-01490482,SOLAR PANELS,2019-12-05,2019-10-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-19,0,24998,8M SOLAR,GENERAL CONTRACTOR,27511,27607,32439.33,Cary,27513
19-01500485,SOLAR PANELS,2019-12-03,2019-10-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-30,704,27280,8M SOLAR,GENERAL CONTRACTOR,27511,27519,35400.63,Cary,27519
19-01511892,SOLAR PANELS,2019-11-22,2019-10-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-03,530,28365,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27519,36808.61,Cary,27519
19-01520476,SOLAR PANELS,2019-11-19,2019-10-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-27,525,26428,8M SOLAR,GENERAL CONTRACTOR,27511,27539,34295.01,Apex,27539
19-01530470,SOLAR PANELS,2019-12-03,2019-10-25,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-19,586,22506,8M SOLAR,GENERAL CONTRACTOR,27511,27519,29205.52,Cary,27519
19-01540483,SOLAR PANELS,2019-12-03,2019-10-25,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-19,528,20925,8M SOLAR,GENERAL CONTRACTOR,27511,27519,27153.89,Cary,27519
19-01551418,SOLAR PANELS,2019-11-08,2019-10-25,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-19,334,25755,"POWER HOME SOLAR, LLC",GENERAL CONTRACTOR,28115,27519,33421.67,Cary,27519
19-01561419,SOLAR PV SYSTEM,2019-11-08,2019-10-25,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-23,0,52965,"POWER HOME SOLAR, LLC",GENERAL CONTRACTOR,28115,27518,68731.47,Cary,27518
19-01570478,SOLAR PANELS,2019-12-03,2019-10-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-30,638,24552,8M SOLAR,GENERAL CONTRACTOR,27511,27519,31860.57,Cary,27519
19-01580915,SOLAR PANELS,2019-12-20,2019-10-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-30,403,20868,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27607,27079.92,Raleigh,27607
19-01590941,SOLAR PANELS,2019-12-27,2019-10-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-16,490,21168,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27518,27469.23,Cary,27518
19-01601608,SOLAR PANELS,2020-03-04,2019-10-31,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-05-06,286,9072,SOUTHERN EXPOSURE BUILDERS INC,GENERAL CONTRACTOR,29492,27519,11772.53,Cary,27519
19-01611893,SOLAR PANELS,2019-12-20,2019-10-31,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-09,380,22512,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27513,29213.31,Cary,27513
19-01620479,SOLAR PANELS,2019-12-13,2019-11-01,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-06,581,22506,8M SOLAR,GENERAL CONTRACTOR,27587,27519,29221.19,Cary,27519
19-01631603,ROOF MOUNTED SOLAR SYSTEM,2020-03-20,2019-11-01,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-08-11,375,11907,SOUTHERN EXPOSURE BUILDERS INC,GENERAL CONTRACTOR,29492,27519,15459.73,Cary,27519
19-01640554,INSTALL SOLAR SYSTEM,,2019-11-04,EXPIRED APPLICATION (XA),TC,Permit Cancelled,2023-04-03,1023,16744,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,21739.96,Cary,27519
19-01650604,INSTALL SOLAR SYSTEM,2019-12-06,2019-11-04,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-03-11,1189,18744,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84003,27539,24336.71,Apex,27539
19-01660904,ROOF MOUNTED SOLAR SYSTEM,2019-12-09,2019-11-04,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-09,544,26750,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27606,34731.49,Raleigh,27606
19-01670143,SOLAR PV SYSTEM,2019-12-13,2019-11-06,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-30,286,27737,8M SOLAR,GENERAL CONTRACTOR,27511,27519,36012.98,Cary,27519
19-01680294,SOLAR PV SYSTEM,2019-12-03,2019-11-08,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-27,722,30479,8M SOLAR,GENERAL CONTRACTOR,27511,27519,39573.12,Cary,27519
19-01691902,SOLAR PV SYSTEM,2019-11-22,2019-11-08,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-27,290,16691,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27511,21671.15,Cary,27511
19-01701008,SOLAR PV SYSTEM,2019-12-20,2019-11-11,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-16,0,23000,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,29862.59,Cary,27513
19-01711574,SOLAR PV SYSTEM,,2019-11-11,REJECTED (RJ),TC,Permit Cancelled,2019-11-18,0,9702,SOUTHERN EXPOSURE BUILDERS INC,GENERAL CONTRACTOR,29492,27511,12596.82,Cary,27511
19-01720807,SOLAR PANELS,2019-12-03,2019-11-18,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-12,427,19000,EMERALD ENERGY LLC,GENERAL CONTRACTOR,27624,27519,24669.09,Cary,27519
19-01730263,SOLAR PANELS,2019-12-03,2019-11-19,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-02,564,22320,8M SOLAR,GENERAL CONTRACTOR,27587,,28979.69,Cary,27519
19-01740962,SOLAR PANELS,2019-12-20,2019-11-19,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-23,144,7300,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,9478.13,Cary,27519
19-01751593,SOLAR PANELS,2020-03-16,2019-11-19,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-05-19,662,20979,SOUTHERN EXPOSURE BUILDERS INC,GENERAL CONTRACTOR,29492,27539,27238.57,Apex,27539
19-01761420,SOLAR PANELS,2020-03-23,2019-11-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-04-28,439,36360,"POWER HOME SOLAR, LLC",GENERAL CONTRACTOR,28115,27513,47208.85,Cary,27513
19-01770448,SOLAR PANELS,2019-12-13,2019-11-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-09,281,14479,8M SOLAR,GENERAL CONTRACTOR,27511,27519,18799.15,Cary,27519
19-01780963,SOLAR PANELS,2019-12-20,2019-11-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-23,544,23184,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,30101.49,Cary,27519
19-01790964,SOLAR PANELS,2019-12-20,2019-11-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-29,510,25000,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,32459.33,Cary,27519
19-01800668,SOLAR PANELS,,2019-11-22,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2021-01-12,567,11852,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27511,15388.32,Cary,27511
19-01811490,SOLAR PANELS,2020-01-31,2019-11-22,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-02-10,500,23900,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27511,31031.12,Cary,27511
19-01820916,ROOF MOUNTED SOLAR PV,2019-12-20,2019-11-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-23,476,24696,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27518,32064.63,Cary,27518
19-01830953,ROOF MOUNTED SOLAR PV,2020-02-19,2019-11-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2019-12-06,442,18428,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27523,23926.42,Apex,27523
19-01840975,ROOF MOUNTED SOLAR PV,,2019-11-27,EXPIRED APPLICATION (XA),TC,Permit Cancelled,2022-12-22,272,16197,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,,21029.75,Cary,27519
19-01850449,SOLAR PANELS,2019-12-13,2019-12-04,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-09,845,32400,8M SOLAR,GENERAL CONTRACTOR,27511,27519,42105.6,Cary,27519
19-01860988,ROOF MOUNTED SOLAR PV,2019-12-20,2019-12-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-02-10,272,16197,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,21048.9,Cary,27519
19-01871441,SOLAR PANELS,2020-01-08,2019-12-11,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-09-24,495,22500,RENU ENERGY SOLUTIONS LLC,GENERAL CONTRACTOR,28217,27519,29240.0,Cary,27519
19-01880597,SOLAR PANELS,,2019-12-13,EXPIRED PERMIT (XP),TC,Permit Cancelled,2024-02-06,0,16751,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27523,21768.86,Apex,27523
19-01891903,SOLAR PANELS,2020-01-10,2019-12-13,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-21,0,29698,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27513,38594.2,Cary,27513
19-01900965,SOLAR PANELS,2020-01-15,2019-12-16,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-02-04,490,25750,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,33463.56,Cary,27513
19-01911912,SOLAR PANELS,,2019-12-16,EXPIRED PERMIT (XP),TC,Permit Cancelled,2024-12-09,0,26505,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27519,34444.72,Cary,27519
19-01921464,SOLAR PANELS,2020-02-19,2019-12-18,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-04-15,469,29000,SIGORA SOLAR LLC,GENERAL CONTRACTOR,22903,27539,37687.11,Apex,27539
19-01930966,SOLAR PANELS,2020-02-12,2019-12-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-02-28,680,29618,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27518,38490.24,Cary,27518
19-01940917,SOLAR PANELS,2020-01-27,2019-12-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-02-26,0,19136,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,24868.3,Cary,27519
19-01950967,SOLAR PANELS,2020-01-27,2019-12-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-03-05,0,11845,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,15393.24,Cary,27519
19-01961009,SOLAR PANELS,2020-01-27,2019-12-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-02-19,0,24797,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,32225.08,Cary,27519
19-01970420,SOLAR PANELS,2020-01-22,2019-12-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-02-06,0,28800,8M SOLAR,GENERAL CONTRACTOR,27511,27519,37427.2,Cary,27519
20-01980931,SOLAR PANELS,2020-02-12,2020-01-06,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-03-04,0,19245,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,24913.29,Cary,27519
20-01991466,SOLAR PANELS,2020-02-24,2020-01-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-04-15,0,20181,SIGORA SOLAR LLC,GENERAL CONTRACTOR,22903,27519,26124.97,Cary,27519
20-02001908,SOLAR PANELS,2020-02-05,2020-01-08,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-02-19,0,51395,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27511,66532.53,Cary,27511
20-02010087,SOALR PANELS,2020-01-22,2020-01-10,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-01-29,798,33100,8M SOLAR,GENERAL CONTRACTOR,27511,27519,42849.05,Cary,27519
20-02020295,SOALR PANELS,2020-01-22,2020-01-10,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-03-04,772,31356,8M SOLAR,GENERAL CONTRACTOR,27511,27539,40591.38,Apex,27539
20-02031584,SOLAR PANELS,,2020-01-10,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2021-02-23,1003,18144,SOUTHERN EXPOSURE BUILDERS INC,GENERAL CONTRACTOR,29492,27519,23488.01,Cary,27519
20-02041626,SOLAR PANELS,2020-02-24,2020-01-10,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-03-06,430,9000,"SUN DOLLAR ENERGY, LLC",GENERAL CONTRACTOR,27616,27511,11650.8,Cary,27511
20-02050905,SOLAR PANELS,2020-02-06,2020-01-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-03-16,442,21500,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,27832.46,Cary,27519
20-02060932,SOLAR PANELS,2020-02-06,2020-01-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-03-10,272,13500,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,17476.2,Cary,27519
20-02070968,SOLAR PANELS,2020-02-06,2020-01-23,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2020-09-23,238,13188,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,17072.3,Cary,27519
20-02081538,SOLAR PANELS,2020-03-06,2020-01-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-03-24,0,30640,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27513,39664.49,Cary,27513
20-02090296,INSTALLATION OF SOLAR SYSTEM,2020-02-12,2020-01-25,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-02-18,605,27678,8M SOLAR,GENERAL CONTRACTOR,27511,27513,35830.09,Cary,27513
20-02101904,INSTALLATION OF SOLAR SYSTEM,2020-02-13,2020-01-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-02-18,450,19800,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27511,25631.76,Cary,27511
20-02110450,SOLAR PANELS,2020-02-18,2020-02-05,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-03-25,426,18400,8M SOLAR,GENERAL CONTRACTOR,27587,27519,23754.31,Cary,27519
20-02120451,SOLAR PANELS,2020-02-28,2020-02-05,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-03-13,1427,54538,8M SOLAR,GENERAL CONTRACTOR,27587,27511,70408.28,Cary,27511
20-02130624,SOLAR PANELS,,2020-02-05,EXPIRED APPLICATION (XA),TC,Permit Cancelled,2023-04-06,420,16453,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27606,21240.74,Raleigh,27606
20-02140969,SOLAR PANELS,2020-02-17,2020-02-05,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-03-13,867,36200,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,46734.02,Cary,27519
20-02150989,SOLAR PANELS,2020-02-17,2020-02-05,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2020-03-23,391,20069,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,25908.98,Cary,27519
20-02160933,SOLAR PANELS,2020-02-25,2020-02-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-04-15,0,28360,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27523,36612.62,Apex,27523
20-02171507,SOLAR PANELS,2020-04-14,2020-02-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-05-06,0,59347,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27519,76616.68,Cary,27519
20-02181508,SOLAR PANELS,2020-03-09,2020-02-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-03-31,0,12200,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27513,15750.14,Cary,27513
20-02190421,SOLAR PANELS,2020-02-25,2020-02-10,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-07-30,0,30355,8M SOLAR,GENERAL CONTRACTOR,27587,27519,39188.15,Cary,27519
20-02200605,INSTALLTION OF PV SOLAR SYSTEM,2020-04-14,2020-02-13,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-02-26,333,13594,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27518,17549.79,Cary,27518
20-02211594,SOALR PANELS,,2020-02-14,EXPIRED APPLICATION (XA),TC,Permit Cancelled,2024-08-01,501,12992,SOUTHERN EXPOSURE BUILDERS INC,GENERAL CONTRACTOR,29492,27511,16772.61,Cary,27511
20-02221595,INSTALLATION OF SOLAR SYSTEM,2020-09-29,2020-02-14,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-10-30,251,6496,SOUTHERN EXPOSURE BUILDERS INC,GENERAL CONTRACTOR,29492,27513,8386.3,Cary,27513
20-02230585,9.15w PV SOLAR PANEL ON ROOF,2020-05-04,2020-02-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-04-02,535,19917,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,25712.75,Cary,27519
20-02240918,INSTALLATION OF ROOF MOUNTED SOLAR SYSTEM,2020-03-06,2020-02-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2020-04-13,510,21440,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27511,27678.93,Cary,27511
